voter_id,precinct,party,age,gender,ethnicity,mail_ballot_status,vote_history_2016,vote_history_2018,vote_history_2020,vote_history_2022,vote_history_2024
CA10000837,0720016,D,34,U,H,Y,N,N,N,N,N
CA10000838,0725013,D,66,F,H,Y,N,Y,Y,Y,Y
CA10000839,0720030,D,31,M,W,N,Y,Y,N,Y,Y
CA10000840,0720018,D,80,U,W,Y,Y,Y,N,N,Y
CA10000841,0200147,D,22,M,W,Y,N,N,Y,N,Y
CA10000842,0720030,D,20,F,H,Y,Y,N,Y,Y,Y
CA10000843,0200130,N,53,F,B,Y,N,Y,N,Y,N
CA10000844,0250047,N,40,M,H,Y,N,Y,N,N,N
CA10000845,0725008,N,73,F,W,Y,N,N,N,N,N
CA10000846,0725002,D,26,M,A,Y,N,N,N,N,N
CA10000847,0720017,D,32,M,W,Y,N,Y,N,N,N
CA10000848,0720012,D,19,F,W,Y,Y,Y,Y,Y,Y
CA10000849,0720027,N,27,F,H,Y,Y,N,Y,Y,Y
CA10000850,0710052,N,33,M,W,N,Y,N,Y,N,N
CA10000851,0720021,N,34,F,W,N,N,Y,N,Y,Y
CA10000852,0725008,N,53,M,W,Y,Y,Y,Y,Y,N
CA10000853,0725003,D,65,F,W,Y,Y,Y,N,N,Y
CA10000854,0200117,R,65,F,W,Y,Y,Y,N,Y,Y
CA10000855,0710051,N,66,M,W,N,Y,Y,N,Y,N
CA10000856,0720018,D,75,F,W,Y,Y,Y,Y,Y,Y
CA10000857,0725011,N,28,M,H,Y,Y,N,Y,Y,Y
CA10000858,0725004,R,77,F,W,Y,Y,Y,Y,N,Y
CA10000859,0720021,D,37,F,W,Y,N,Y,Y,Y,Y
CA10000860,0200048,N,72,M,W,N,N,Y,N,N,N
CA10000861,0200147,N,21,F,W,Y,Y,N,Y,Y,Y
CA10000862,0720013,D,74,M,W,Y,N,Y,Y,Y,N
CA10000863,0720023,D,73,M,W,Y,Y,Y,N,Y,Y
CA10000864,0710052,R,69,M,W,Y,N,N,N,N,N
CA10000865,0720030,N,18,M,W,Y,N,N,N,N,N
CA10000866,0200147,N,76,M,W,N,Y,Y,Y,Y,N
CA10000867,0720030,N,78,F,W,Y,Y,Y,Y,N,Y
CA10000868,0200142,D,36,F,W,Y,N,N,N,N,N
CA10000869,0720021,D,63,M,W,Y,N,N,N,Y,Y
CA10000870,0725002,D,36,U,A,Y,Y,Y,Y,N,N
CA10000871,0725009,D,42,F,W,N,Y,Y,Y,N,N
CA10000872,0200147,N,62,F,W,Y,N,Y,Y,N,Y
CA10000873,0720019,D,76,F,H,Y,Y,Y,N,Y,N
CA10000874,0710053,D,38,M,W,Y,Y,Y,N,N,Y
CA10000875,0720019,N,18,M,W,Y,N,N,N,N,N
CA10000876,0200136,D,43,M,A,Y,Y,N,Y,Y,Y
CA10000877,0200121,N,56,F,W,Y,N,N,Y,N,Y
CA10000878,0250047,N,57,M,W,Y,N,Y,N,Y,Y
CA10000879,0720012,D,63,F,W,N,Y,Y,N,N,Y
CA10000880,0725001,N,49,F,W,Y,N,N,Y,N,Y
CA10000881,0720021,D,84,F,W,Y,Y,Y,Y,Y,Y
CA10000882,0720013,D,25,M,W,Y,N,N,N,N,N
CA10000883,0725005,D,37,M,W,Y,Y,N,N,Y,Y
CA10000884,0200122,D,30,M,W,Y,Y,Y,N,Y,Y
CA10000885,0710050,D,51,F,H,Y,N,N,N,N,N
CA10000886,0200142,D,43,F,W,Y,N,Y,N,Y,N
CA10000887,0720018,D,72,M,W,Y,Y,Y,Y,Y,Y
CA10000888,0720014,R,77,F,W,Y,Y,Y,N,Y,N
CA10000889,0720024,D,40,F,W,Y,N,N,N,N,N
CA10000890,0720017,D,79,M,W,Y,N,N,N,N,Y
CA10000891,0720029,N,69,M,W,Y,N,N,N,N,N
CA10000892,0725011,D,48,M,A,Y,N,N,N,Y,N
CA10000893,0725009,D,74,F,H,Y,N,N,N,N,N
CA10000894,0250047,R,50,F,H,Y,Y,Y,Y,Y,Y
CA10000895,0725004,D,44,M,W,N,Y,Y,N,Y,Y
CA10000896,0725008,D,85,F,H,Y,Y,Y,N,N,Y
CA10000897,0720019,D,66,F,W,Y,Y,Y,Y,Y,Y
CA10000898,0725014,N,50,M,W,Y,N,N,N,N,N
CA10000899,0720011,N,25,F,A,Y,N,N,N,Y,Y
CA10000900,0725010,D,35,M,H,Y,N,N,Y,Y,N
CA10000901,0725001,D,22,M,W,Y,N,N,N,Y,Y
CA10000902,0200121,D,81,F,H,N,Y,N,N,Y,Y
CA10000903,0725013,R,66,F,H,Y,Y,N,N,Y,Y
CA10000904,0720020,D,65,M,W,N,N,Y,Y,N,N
CA10000905,0720026,D,23,U,W,Y,N,Y,Y,N,Y
CA10000906,0725003,R,55,M,W,N,N,Y,N,Y,N
CA10000907,0725016,R,74,F,B,Y,N,N,N,N,N
CA10000908,0200029,N,70,F,H,Y,Y,Y,N,Y,Y
CA10000909,0720015,D,36,M,W,Y,N,N,Y,N,Y
CA10000910,0720011,D,28,M,A,Y,Y,Y,Y,Y,Y
CA10000911,0720026,D,57,M,H,N,N,N,N,N,N
CA10000912,0250052,D,21,M,H,Y,Y,N,N,Y,Y
CA10000913,0725008,D,54,F,B,Y,N,N,N,Y,Y
CA10000914,0710050,R,19,M,H,Y,N,Y,Y,Y,Y
CA10000915,0710052,D,50,F,H,Y,Y,N,Y,Y,Y
CA10000916,0720020,D,77,M,W,Y,N,Y,N,Y,N
CA10000917,0200048,N,41,M,H,Y,Y,Y,Y,N,Y
CA10000918,0725003,D,41,F,A,Y,Y,N,Y,N,Y
CA10000919,0725005,D,63,F,W,Y,Y,Y,Y,Y,Y
CA10000920,0725015,D,71,M,W,Y,Y,Y,Y,N,N
CA10000921,0710053,D,21,M,W,N,N,Y,N,N,N
CA10000922,0720024,D,62,F,W,N,N,Y,N,N,N
CA10000923,0710049,D,82,U,H,Y,N,Y,N,N,N
CA10000924,0720025,N,58,M,H,Y,Y,Y,Y,Y,Y
CA10000925,0200122,D,48,M,B,Y,Y,N,Y,Y,Y
CA10000926,0725012,N,47,F,H,Y,Y,Y,Y,Y,Y
CA10000927,0710053,N,58,M,W,Y,Y,Y,N,Y,Y
CA10000928,0200142,D,71,M,W,N,N,Y,Y,N,N
CA10000929,0200130,D,85,F,A,N,Y,N,N,Y,N
CA10000930,0720029,D,31,U,W,Y,N,N,N,N,N
CA10000931,0720022,D,35,F,H,Y,N,N,Y,Y,N
CA10000932,0720021,N,59,M,W,N,N,Y,Y,Y,N
CA10000933,0720029,D,72,M,W,Y,N,Y,N,N,N
CA10000934,0710052,D,58,M,W,N,Y,Y,N,Y,N
CA10000935,0725010,D,47,F,W,Y,Y,Y,Y,N,N
CA10000936,0725013,R,18,F,H,Y,Y,N,Y,Y,Y
CA10000937,0200122,D,33,M,W,Y,N,N,Y,Y,Y
CA10000938,0725012,R,27,M,W,N,Y,Y,Y,Y,Y
CA10000939,0720019,D,84,M,H,Y,N,Y,N,Y,Y
CA10000940,0710049,D,43,M,W,N,N,N,N,N,N
CA10000941,0725009,R,18,M,W,Y,N,Y,N,N,N
CA10000942,0720014,N,85,F,W,Y,Y,Y,Y,N,Y
CA10000943,0720022,N,30,M,B,Y,N,N,N,N,N
CA10000944,0720012,D,32,M,W,Y,N,Y,N,Y,Y
CA10000945,0710052,D,45,F,H,Y,Y,Y,Y,Y,Y
CA10000946,0200029,N,80,F,W,Y,N,N,N,N,N
CA10000947,0725001,D,60,M,W,N,Y,N,N,N,N
CA10000948,0200048,D,24,F,W,N,Y,Y,N,Y,Y
CA10000949,0720013,N,45,F,W,Y,Y,Y,Y,Y,Y
CA10000950,0710053,N,21,M,H,Y,Y,Y,Y,Y,Y
CA10000951,0710052,D,28,M,W,Y,N,Y,N,N,N
CA10000952,0720029,D,68,M,H,Y,Y,N,Y,Y,Y
CA10000953,0725003,D,78,M,W,Y,Y,Y,Y,Y,Y
CA10000954,0720023,D,68,U,H,Y,N,N,Y,N,N
CA10000955,0200121,D,57,M,H,Y,Y,N,N,N,N
CA10000956,0725001,D,78,F,H,Y,Y,N,N,N,N
CA10000957,0725006,D,70,F,W,Y,Y,Y,Y,N,Y
CA10000958,0720022,D,28,F,W,N,Y,Y,Y,Y,Y
CA10000959,0200122,D,72,F,H,N,Y,N,Y,Y,Y
CA10000960,0725008,D,52,F,H,Y,N,Y,N,Y,N
CA10000961,0720025,D,50,F,W,Y,N,N,N,Y,N
CA10000962,0720012,N,40,M,W,Y,N,N,N,N,N
CA10000963,0720021,D,38,M,H,Y,N,Y,N,N,N
CA10000964,0725008,N,65,F,W,Y,Y,Y,Y,Y,Y
CA10000965,0710051,D,31,M,W,Y,Y,N,N,N,N
CA10000966,0725001,D,78,M,W,Y,Y,N,Y,Y,Y
CA10000967,0200048,D,35,F,W,Y,Y,N,Y,N,Y
CA10000968,0720022,N,57,F,W,Y,Y,Y,Y,Y,Y
CA10000969,0720019,D,74,F,H,Y,N,Y,Y,Y,Y
CA10000970,0725004,N,72,M,W,Y,N,N,N,N,Y
CA10000971,0720025,R,18,F,W,Y,N,N,Y,N,N
CA10000972,0720017,D,50,M,W,Y,Y,N,Y,N,Y
CA10000973,0725009,D,31,M,W,N,N,N,N,Y,N
CA10000974,0200029,N,25,M,A,N,N,Y,Y,Y,Y
CA10000975,0725007,R,64,F,B,Y,N,N,Y,N,N
CA10000976,0200117,R,74,M,H,Y,Y,N,N,N,Y
CA10000977,0200122,N,77,F,H,Y,Y,Y,Y,N,Y
CA10000978,0100250,D,39,F,W,N,Y,N,Y,N,N
CA10000979,0250047,D,34,M,W,Y,Y,Y,Y,Y,Y
CA10000980,0710053,N,74,M,W,Y,Y,N,Y,N,N
CA10000981,0725015,D,67,M,W,N,N,N,N,N,N
CA10000982,0720027,D,52,M,H,Y,Y,Y,Y,Y,Y
CA10000983,0720029,N,65,F,H,Y,N,Y,N,N,N
CA10000984,0720013,D,30,M,W,Y,Y,Y,Y,Y,Y
CA10000985,0725008,N,78,F,W,N,Y,N,Y,N,N
CA10000986,0720024,D,71,M,W,Y,N,Y,Y,Y,N
CA10000987,0720025,R,35,M,W,Y,N,N,N,N,N
CA10000988,0100134,D,36,M,W,Y,Y,N,Y,N,Y
CA10000989,0725011,N,18,F,W,Y,N,N,N,N,N
CA10000990,0725010,D,67,M,H,Y,Y,N,Y,Y,Y
CA10000991,0200048,N,80,F,O,Y,N,Y,Y,Y,Y
CA10000992,0720030,D,68,F,H,Y,Y,Y,Y,Y,Y
CA10000993,0710053,N,67,F,W,N,N,Y,Y,Y,Y
CA10000994,0720014,D,30,F,W,Y,N,Y,N,N,Y
CA10000995,0725004,N,72,F,W,Y,Y,Y,Y,Y,Y
CA10000996,0720013,D,64,M,W,Y,N,N,Y,Y,N
CA10000997,0710051,R,83,F,H,N,Y,Y,Y,Y,Y
CA10000998,0725005,N,50,M,H,Y,Y,N,N,N,N
CA10000999,0100267,D,32,M,W,Y,N,Y,Y,N,N
CA10001000,0710052,N,76,F,W,Y,N,N,N,N,Y
CA10001001,0200136,D,30,M,O,Y,N,Y,Y,Y,N
CA10001002,0725003,D,28,F,W,Y,Y,Y,Y,Y,N
CA10001003,0725013,D,65,F,W,Y,N,N,N,N,Y
CA10001004,0200147,D,54,M,W,Y,Y,Y,Y,Y,N
CA10001005,0710049,R,20,F,W,Y,N,N,Y,Y,N
CA10001006,0720022,D,19,M,W,Y,N,N,N,N,N
CA10001007,0720017,D,28,F,W,Y,Y,N,Y,Y,Y
CA10001008,0100250,R,39,F,W,Y,N,N,Y,N,N
CA10001009,0720026,R,66,F,H,N,Y,N,Y,Y,Y
CA10001010,0725009,N,70,M,W,Y,N,N,N,N,N
CA10001011,0725002,N,82,F,W,Y,N,N,N,N,N
CA10001012,0710053,D,60,F,H,Y,Y,N,Y,Y,Y
CA10001013,0710049,R,82,U,W,Y,N,N,N,N,N
CA10001014,0720015,D,67,F,A,N,N,N,N,N,N
CA10001015,0720012,R,55,M,W,Y,Y,N,Y,Y,Y
CA10001016,0725003,D,60,F,A,Y,Y,Y,Y,Y,Y
CA10001017,0720022,D,67,M,W,Y,Y,Y,Y,Y,Y
CA10001018,0720022,D,25,M,W,Y,N,N,N,N,N
CA10001019,0200122,D,36,F,H,Y,N,N,Y,N,Y
CA10001020,0720022,R,51,M,H,Y,N,Y,Y,Y,Y
CA10001021,0725012,N,51,F,W,Y,Y,N,N,N,N
CA10001022,0725007,R,57,F,W,Y,Y,Y,Y,Y,Y
CA10001023,0100250,D,45,F,W,N,Y,Y,N,Y,Y
CA10001024,0720014,D,37,F,W,Y,Y,N,N,N,Y
CA10001025,0720016,D,26,M,W,Y,Y,Y,Y,Y,Y
CA10001026,0725002,D,85,F,H,N,Y,N,N,N,Y
CA10001027,0725016,D,28,U,W,Y,Y,Y,N,N,N
CA10001028,0725006,D,76,M,O,Y,Y,Y,Y,N,N
CA10001029,0720011,D,44,M,W,Y,Y,N,N,Y,N
CA10001030,0200122,N,28,F,W,Y,N,Y,Y,Y,N
CA10001031,0720020,D,42,F,H,Y,N,N,N,N,N
CA10001032,0720022,D,54,U,W,N,N,N,N,N,N
CA10001033,0200147,N,18,M,O,Y,Y,Y,Y,Y,N
CA10001034,0725002,D,41,M,W,N,Y,Y,Y,Y,Y
CA10001035,0250052,D,37,M,W,Y,Y,Y,N,Y,N
CA10001036,0720030,D,71,F,W,Y,N,N,N,Y,N
CA10001037,0725009,N,75,M,W,Y,Y,N,Y,N,N
CA10001038,0720021,D,53,M,H,Y,Y,Y,Y,Y,Y
CA10001039,0720027,D,43,F,H,Y,Y,Y,Y,N,N
CA10001040,0100267,D,67,F,A,Y,Y,N,Y,Y,N
CA10001041,0720015,N,54,M,W,Y,N,N,N,N,N
CA10001042,0250047,D,29,M,W,N,N,N,N,N,Y
CA10001043,0725012,D,58,U,W,Y,N,N,N,N,N
CA10001044,0725007,N,50,F,B,Y,Y,Y,Y,Y,Y
CA10001045,0720024,N,20,F,O,Y,N,N,N,N,N
CA10001046,0200048,D,29,U,H,N,N,N,Y,N,N
CA10001047,0725010,D,73,F,W,Y,N,N,N,N,N
CA10001048,0725011,D,73,F,W,N,Y,Y,Y,Y,Y
CA10001049,0720029,D,59,F,H,Y,Y,N,N,Y,Y
CA10001050,0200136,R,57,M,W,Y,N,N,N,N,Y
CA10001051,0710049,D,44,M,W,N,N,N,N,Y,N
CA10001052,0200122,D,66,M,A,Y,N,Y,N,N,N
CA10001053,0200122,D,40,F,W,N,Y,Y,N,N,Y
CA10001054,0720018,R,44,U,H,Y,Y,Y,Y,Y,N
CA10001055,0725016,D,63,M,W,N,N,Y,Y,Y,Y
CA10001056,0720022,D,53,F,A,Y,Y,Y,Y,Y,Y
CA10001057,0100267,D,44,F,H,Y,Y,Y,Y,N,N
CA10001058,0725013,D,41,M,B,Y,Y,N,N,N,N
CA10001059,0100250,D,21,M,A,Y,N,N,Y,Y,Y
CA10001060,0200142,D,19,M,W,Y,Y,N,Y,Y,N
CA10001061,0725016,D,18,M,W,Y,Y,N,N,N,N
CA10001062,0725009,D,43,M,W,Y,Y,N,N,N,N
CA10001063,0710050,R,50,M,H,N,N,N,N,N,N
CA10001064,0200130,N,72,M,W,N,N,N,N,N,N
CA10001065,0100134,R,22,F,W,N,Y,Y,N,Y,N
CA10001066,0720017,N,45,F,W,Y,N,N,N,Y,N
CA10001067,0720013,D,80,F,W,Y,N,Y,Y,Y,Y
CA10001068,0720026,R,30,M,W,N,Y,Y,N,Y,Y
CA10001069,0200117,D,82,M,H,Y,N,Y,N,N,N
CA10001070,0720025,D,37,F,W,Y,Y,Y,Y,N,Y
CA10001071,0725005,R,46,F,H,N,N,Y,N,Y,N
CA10001072,0710053,N,84,U,A,Y,Y,N,Y,Y,N
CA10001073,0725008,D,26,M,W,N,Y,Y,Y,N,Y
CA10001074,0725003,N,68,F,W,Y,Y,N,Y,Y,N
CA10001075,0725005,R,44,M,H,Y,Y,Y,N,Y,N
CA10001076,0725004,N,56,F,W,N,Y,N,N,N,N
CA10001077,0100267,N,50,M,W,Y,N,N,N,N,Y
CA10001078,0725008,D,64,M,H,N,N,Y,Y,Y,N
CA10001079,0725008,N,50,F,W,Y,Y,Y,Y,N,Y
CA10001080,0710049,D,73,F,W,N,N,N,N,N,N
CA10001081,0720016,D,31,F,H,N,N,Y,N,N,N
CA10001082,0720018,D,68,F,W,N,Y,Y,N,Y,Y
CA10001083,0725009,D,73,F,W,Y,Y,N,Y,N,N
CA10001084,0725016,N,63,F,W,Y,N,N,Y,N,N
CA10001085,0725012,R,44,F,A,Y,N,N,N,Y,Y
CA10001086,0720014,D,47,M,W,Y,Y,N,N,N,N
CA10001087,0725016,D,80,M,H,N,N,N,N,Y,N
CA10001088,0725006,D,55,F,W,Y,N,Y,Y,N,N
CA10001089,0710051,R,61,F,W,Y,Y,N,N,N,N
CA10001090,0200117,N,46,M,W,Y,N,Y,Y,N,N
CA10001091,0710049,N,45,M,W,Y,N,N,N,N,N
CA10001092,0200147,D,84,F,H,Y,N,N,N,N,N
CA10001093,0720015,N,48,M,W,Y,Y,N,N,N,N
CA10001094,0725012,D,78,F,W,Y,N,N,N,N,N
CA10001095,0710052,D,24,F,W,N,Y,N,Y,Y,N
CA10001096,0720022,D,36,M,W,Y,N,N,N,Y,N
CA10001097,0725010,R,68,M,W,Y,N,Y,N,N,N
CA10001098,0720026,D,58,F,O,Y,Y,Y,Y,Y,Y
CA10001099,0200142,D,42,M,H,Y,N,N,N,N,Y
CA10001100,0720017,D,67,F,W,Y,N,Y,Y,Y,Y
CA10001101,0200117,R,51,M,W,Y,N,N,N,N,Y
CA10001102,0720027,D,65,M,W,Y,Y,N,N,N,N
CA10001103,0200048,R,42,F,W,Y,N,Y,N,Y,Y
CA10001104,0720020,D,40,F,H,N,N,N,N,N,Y
CA10001105,0710053,D,62,F,W,Y,Y,Y,Y,Y,Y
CA10001106,0725004,D,67,F,B,N,Y,Y,Y,N,Y
CA10001107,0100267,N,25,F,B,Y,N,N,N,Y,N
CA10001108,0720012,D,84,M,W,Y,Y,Y,Y,N,Y
CA10001109,0200117,N,21,F,W,Y,Y,Y,N,Y,N
CA10001110,0725015,D,42,F,W,Y,N,N,N,N,N
CA10001111,0720011,N,42,M,W,Y,N,N,N,N,N
CA10001112,0100267,R,30,F,W,Y,Y,Y,Y,Y,Y
CA10001113,0720016,R,32,F,W,Y,Y,Y,N,N,Y
CA10001114,0725015,N,23,M,W,Y,Y,N,N,N,N
CA10001115,0725003,D,52,M,W,Y,N,N,N,N,N
CA10001116,0725006,N,23,F,W,Y,Y,N,Y,N,Y
CA10001117,0720012,R,50,U,H,Y,Y,Y,N,Y,N
CA10001118,0250047,D,81,M,W,Y,Y,Y,Y,Y,Y
CA10001119,0200048,R,73,F,W,Y,Y,Y,N,Y,Y
CA10001120,0720012,D,19,F,W,Y,N,N,N,N,N
CA10001121,0710053,D,26,M,H,Y,N,Y,Y,N,N
CA10001122,0200142,R,58,M,H,Y,N,N,Y,N,Y
CA10001123,0200121,D,47,M,W,Y,Y,Y,N,Y,Y
CA10001124,0100250,D,78,F,H,Y,Y,Y,Y,Y,Y
CA10001125,0725002,N,79,F,W,N,Y,Y,N,Y,N
CA10001126,0200142,N,20,M,W,Y,Y,N,N,N,Y
CA10001127,0250052,N,71,F,W,Y,N,Y,Y,N,Y
CA10001128,0710050,R,42,F,B,Y,N,N,N,N,N
CA10001129,0720011,R,68,M,W,Y,Y,N,N,N,Y
CA10001130,0720027,R,67,F,W,Y,Y,N,N,N,N
CA10001131,0725011,R,69,F,H,Y,Y,Y,Y,Y,Y
CA10001132,0725010,D,85,F,A,N,N,Y,Y,N,Y
CA10001133,0720012,N,43,F,B,Y,Y,N,Y,N,Y
CA10001134,0200147,N,56,M,W,Y,N,N,N,N,N
CA10001135,0720022,D,53,F,A,Y,N,Y,N,N,Y
CA10001136,0720016,N,39,F,W,Y,N,N,N,N,Y
CA10001137,0725004,D,62,F,O,N,Y,Y,N,N,Y
CA10001138,0725012,D,43,U,W,N,N,Y,N,N,Y
CA10001139,0720018,R,64,F,W,Y,Y,N,Y,N,Y
CA10001140,0720011,N,75,U,W,N,N,Y,Y,Y,Y
CA10001141,0725001,D,20,M,W,Y,Y,N,Y,Y,Y
CA10001142,0725012,N,70,F,W,Y,Y,Y,Y,Y,Y
CA10001143,0725013,D,58,F,A,Y,Y,Y,Y,Y,Y
CA10001144,0710050,D,29,F,W,N,Y,N,Y,Y,Y
CA10001145,0720021,D,60,F,W,N,Y,Y,Y,Y,Y
CA10001146,0100134,N,47,M,H,Y,N,Y,N,N,Y
CA10001147,0720022,N,25,M,W,Y,N,Y,N,Y,Y
CA10001148,0725010,D,42,M,W,Y,N,N,N,N,N
CA10001149,0720019,N,62,F,W,Y,N,Y,N,Y,Y
CA10001150,0725008,D,73,M,H,Y,Y,N,Y,N,N
CA10001151,0725005,D,26,F,H,Y,Y,N,Y,Y,Y
CA10001152,0725009,R,47,F,W,Y,Y,Y,N,N,N
CA10001153,0720021,N,37,M,H,Y,Y,Y,Y,N,N
CA10001154,0100134,N,40,M,B,Y,Y,Y,Y,Y,Y
CA10001155,0725015,D,53,M,W,N,N,N,N,N,Y
CA10001156,0200048,N,79,F,W,Y,Y,Y,Y,N,N
CA10001157,0720011,D,72,F,W,Y,Y,Y,N,Y,N
CA10001158,0100250,N,65,M,W,N,Y,N,Y,N,N
CA10001159,0720027,N,60,F,A,N,N,N,N,N,N
CA10001160,0710050,N,78,F,W,N,N,Y,N,N,N
CA10001161,0725008,N,26,M,H,Y,N,Y,N,Y,N
CA10001162,0720012,N,79,F,H,Y,N,N,N,N,N
CA10001163,0720030,D,33,M,W,N,N,N,N,N,N
CA10001164,0720011,N,44,M,W,Y,N,Y,Y,N,Y
CA10001165,0720027,R,74,F,W,N,Y,Y,Y,Y,Y
CA10001166,0200122,D,59,F,W,Y,N,N,N,N,Y
CA10001167,0725015,D,22,F,W,N,Y,N,N,N,N
CA10001168,0200130,R,31,F,B,Y,Y,N,Y,Y,Y
CA10001169,0720026,D,85,M,H,N,N,Y,Y,Y,N
CA10001170,0710049,R,25,F,W,Y,Y,Y,Y,Y,Y
CA10001171,0200130,D,58,M,H,Y,Y,N,Y,N,N
CA10001172,0100267,R,22,M,W,Y,Y,Y,Y,N,Y
CA10001173,0720026,D,54,M,W,Y,N,N,Y,Y,N
CA10001174,0725003,N,75,M,H,Y,N,Y,Y,Y,N
CA10001175,0250052,R,56,F,H,N,N,N,Y,N,N
CA10001176,0710051,R,83,M,W,N,N,N,N,N,N
CA10001177,0720030,D,39,F,W,Y,N,N,N,Y,Y
CA10001178,0100250,D,24,F,B,Y,N,N,N,N,Y
CA10001179,0250047,N,65,M,W,N,Y,N,Y,Y,N
CA10001180,0725013,R,33,F,H,Y,Y,N,Y,Y,Y
CA10001181,0720029,D,52,M,H,Y,N,Y,Y,N,Y
CA10001182,0725015,N,70,M,W,Y,N,N,N,N,N
CA10001183,0710052,D,52,U,W,Y,N,N,Y,N,N
CA10001184,0725006,N,47,F,H,N,Y,Y,Y,Y,Y
CA10001185,0725008,D,36,M,H,Y,N,Y,N,N,Y
CA10001186,0720023,D,70,M,W,N,N,Y,Y,Y,N
CA10001187,0200142,D,61,F,A,Y,N,N,N,Y,N
CA10001188,0725014,D,44,F,W,Y,N,N,N,N,N
CA10001189,0720027,D,39,F,H,Y,N,N,N,N,N
CA10001190,0725014,N,46,F,H,N,N,Y,N,Y,N
CA10001191,0725007,D,82,F,W,Y,N,N,N,N,N
CA10001192,0725014,R,21,M,W,N,Y,Y,Y,Y,Y
CA10001193,0725004,N,19,F,W,Y,Y,Y,N,Y,N
CA10001194,0720023,D,81,M,W,Y,N,N,N,Y,N
CA10001195,0720014,D,80,U,W,N,N,Y,N,Y,N
CA10001196,0725002,D,76,M,W,Y,Y,Y,N,N,Y
CA10001197,0200121,D,34,F,H,N,Y,Y,Y,Y,Y
CA10001198,0720026,D,24,M,W,Y,Y,Y,N,Y,N
CA10001199,0725005,R,27,M,W,Y,Y,Y,N,Y,Y
CA10001200,0720013,D,81,M,W,Y,N,Y,Y,N,N
CA10001201,0720020,N,64,F,W,Y,N,N,N,N,Y
CA10001202,0725006,N,26,M,W,Y,N,N,N,N,N
CA10001203,0200142,D,41,F,W,Y,N,N,Y,N,N
CA10001204,0720027,D,47,M,W,Y,N,N,N,Y,N
CA10001205,0720025,D,56,F,W,Y,N,N,N,N,N
CA10001206,0720016,D,27,M,W,Y,N,Y,N,N,N
CA10001207,0725010,N,64,F,H,Y,N,Y,Y,Y,Y
CA10001208,0720015,N,75,F,A,N,Y,N,N,N,N
CA10001209,0200142,R,84,M,H,Y,Y,Y,Y,N,Y
CA10001210,0720015,N,68,M,H,Y,N,N,N,N,N
CA10001211,0720023,N,35,F,W,Y,Y,N,N,Y,Y
CA10001212,0710053,D,83,M,B,Y,Y,Y,N,Y,Y
CA10001213,0710052,N,72,F,W,Y,N,N,N,Y,N
CA10001214,0720027,N,44,F,W,N,Y,N,Y,Y,Y
CA10001215,0200147,D,81,M,W,Y,N,N,N,N,Y
CA10001216,0720016,D,68,M,W,Y,N,N,N,N,N
CA10001217,0250047,N,24,U,H,N,Y,Y,Y,Y,Y
CA10001218,0200029,D,26,M,W,Y,Y,N,Y,Y,N
CA10001219,0100134,D,61,U,H,Y,Y,Y,Y,Y,N
CA10001220,0710050,R,20,F,W,Y,Y,Y,Y,Y,N
CA10001221,0725009,D,52,F,W,Y,Y,Y,Y,N,N
CA10001222,0100134,R,57,M,A,Y,N,N,N,N,N
CA10001223,0720016,D,66,M,H,Y,Y,Y,N,Y,Y
CA10001224,0720016,D,74,F,W,Y,N,N,N,N,N
CA10001225,0720017,N,49,F,A,Y,N,N,N,N,N
CA10001226,0725007,D,20,M,W,Y,Y,N,N,Y,Y
CA10001227,0720015,N,79,M,W,Y,N,N,Y,Y,Y
CA10001228,0710049,D,38,M,H,Y,Y,N,Y,Y,N
CA10001229,0200147,R,70,M,W,N,Y,Y,Y,Y,N
CA10001230,0200147,N,78,F,A,N,Y,Y,Y,Y,Y
CA10001231,0200147,D,33,F,W,Y,Y,N,Y,N,Y
CA10001232,0710052,D,20,F,A,Y,Y,Y,N,Y,N
CA10001233,0725012,N,77,M,W,Y,Y,Y,Y,Y,Y
CA10001234,0720021,D,80,F,W,Y,Y,N,N,N,Y
CA10001235,0725007,D,69,F,W,Y,N,Y,N,Y,N
CA10001236,0720011,D,70,M,W,Y,Y,Y,Y,Y,Y
CA10001237,0720029,D,35,F,W,Y,Y,Y,Y,Y,Y
CA10001238,0250052,N,34,M,W,Y,N,N,N,Y,N
CA10001239,0725003,D,73,M,W,Y,N,Y,N,N,Y
CA10001240,0720011,D,39,M,W,Y,N,Y,N,N,N
CA10001241,0720013,D,76,M,W,Y,N,N,N,N,Y
CA10001242,0725004,D,82,M,B,Y,N,N,N,N,N
CA10001243,0250047,D,67,M,W,N,Y,Y,Y,Y,Y
CA10001244,0720019,D,50,U,W,N,N,Y,N,N,N
CA10001245,0200142,D,81,M,H,Y,N,N,N,N,N
CA10001246,0720027,D,60,F,W,N,Y,Y,Y,Y,Y
CA10001247,0710049,D,20,M,W,N,N,N,N,Y,N
CA10001248,0710051,D,36,F,H,Y,N,Y,Y,Y,Y
CA10001249,0725009,N,71,F,W,Y,Y,N,Y,Y,N
CA10001250,0720017,D,73,M,W,N,N,Y,Y,N,Y
CA10001251,0720029,R,69,M,W,Y,Y,Y,Y,Y,N
CA10001252,0200117,D,19,M,W,Y,N,N,N,N,Y
CA10001253,0100267,R,55,U,W,Y,N,Y,N,Y,N
CA10001254,0100267,D,28,U,H,Y,N,N,N,N,Y
CA10001255,0725001,D,85,M,H,Y,Y,N,Y,Y,Y
