"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"0731003","151404","1020","35","1899","1.843075302","35","100"
"0731003","151404","1021","14","1899","0.737230121","14","100"
"0731003","151404","1022","9","1899","0.473933649","9","100"
"0731003","151404","1023","83","1899","4.370721432","83","100"
"0731003","151404","2001","125","1899","6.582411795","125","100"
"0731003","151404","2002","10","1899","0.526592943","10","100"
"0731003","151406","1002","39","1899","2.05371248","40","97.5"
"0731003","151406","1003","22","1899","1.158504476","22","100"
"0731003","151406","1005","2","1899","0.105318588","111","1.801801801"
"0731003","151406","1008","72","1899","3.791469194","107","67.289719626"
"0731003","151406","1012","214","1899","11.269088994","214","100"
"0731003","151406","1013","4","1899","0.210637177","4","100"
"0731003","151406","1014","34","1899","1.790416008","34","100"
"0731003","151406","1015","4","1899","0.210637177","4","100"
"0731003","151406","1016","3","1899","0.157977883","3","100"
"0731003","153102","1000","43","1899","2.264349657","43","100"
"0731003","153102","1001","78","1899","4.10742496","78","100"
"0731003","153102","1002","132","1899","6.951026856","132","100"
"0731003","153102","1003","58","1899","3.054239073","58","100"
"0731003","153102","1004","54","1899","2.843601895","54","100"
"0731003","153102","1005","42","1899","2.211690363","42","100"
"0731003","153102","1006","20","1899","1.053185887","20","100"
"0731003","153102","1007","20","1899","1.053185887","20","100"
"0731003","153102","1008","37","1899","1.948393891","37","100"
"0731003","153102","2000","114","1899","6.003159557","114","100"
"0731003","153102","2001","21","1899","1.105845181","21","100"
"0731003","153104","1005","95","1899","5.002632964","103","92.233009708"
"0731004","151405","2000","1","1181","0.084674005","9","11.111111111"
"0731004","153102","2007","2","1181","0.16934801","145","1.379310344"
"0731004","153103","2002","71","1181","6.01185436","94","75.531914893"
"0731004","153201","1000","13","1181","1.100762066","14","92.857142857"
"0731004","153201","1013","118","1181","9.991532599","128","92.1875"
"0731004","153201","1014","73","1181","6.18120237","73","100"
"0731004","153201","1015","36","1181","3.048264182","36","100"
"0731004","153201","2001","1","1181","0.084674005","1","100"
"0731004","153201","2003","1","1181","0.084674005","1","100"
"0731004","153201","2004","1","1181","0.084674005","1","100"
"0731004","153201","2005","166","1181","14.055884843","166","100"
"0731004","153201","2006","93","1181","7.874682472","93","100"
"0731004","153201","2007","196","1181","16.596104995","224","87.5"
"0731004","153201","2008","1","1181","0.084674005","1","100"
"0731004","153201","2009","82","1181","6.943268416","82","100"
"0731004","153201","2010","20","1181","1.693480101","20","100"
"0731004","153201","2011","20","1181","1.693480101","20","100"
"0731004","153201","2012","29","1181","2.455546147","29","100"
"0731004","153201","2013","24","1181","2.032176121","24","100"
"0731004","153201","2014","37","1181","3.132938187","37","100"
"0731004","153201","2015","28","1181","2.370872142","28","100"
"0731004","153201","2016","79","1181","6.689246401","79","100"
"0731004","153201","2017","72","1181","6.096528365","72","100"
"0731004","153202","1000","15","1181","1.270110076","15","100"
"0731004","153202","2008","2","1181","0.16934801","3","66.666666666"
"0731005","151406","1005","104","857","12.135355892","111","93.693693693"
"0731005","153102","2002","34","857","3.967327887","34","100"
"0731005","153102","2004","112","857","13.068844807","112","100"
"0731005","153102","2005","43","857","5.017502917","43","100"
"0731005","153102","2006","34","857","3.967327887","34","100"
"0731005","153102","2007","143","857","16.686114352","145","98.620689655"
"0731005","153102","3004","20","857","2.333722287","83","24.096385542"
"0731005","153102","3005","41","857","4.784130688","41","100"
"0731005","153102","3006","48","857","5.600933488","48","100"
"0731005","153102","3007","75","857","8.751458576","78","96.153846153"
"0731005","153102","3008","53","857","6.18436406","53","100"
"0731005","153103","2002","23","857","2.68378063","94","24.468085106"
"0731005","153103","2003","6","857","0.700116686","30","20"
"0731005","153103","2004","24","857","2.800466744","106","22.641509433"
"0731005","153103","2006","62","857","7.234539089","63","98.412698412"
"0731005","153103","2007","4","857","0.466744457","13","30.769230769"
"0731005","153103","2008","3","857","0.350058343","6","50"
"0731005","153201","2007","28","857","3.267211201","224","12.5"
"0731006","151403","1033","14","1950","0.717948717","93","15.05376344"
"0731006","151403","1035","3","1950","0.153846153","18","16.666666666"
"0731006","151403","2026","8","1950","0.41025641","168","4.761904761"
"0731006","151404","2003","5","1950","0.256410256","17","29.411764705"
"0731006","151404","2004","6","1950","0.307692307","73","8.219178082"
"0731006","151405","1000","130","1950","6.666666666","151","86.092715231"
"0731006","151405","1001","7","1950","0.358974358","235","2.978723404"
"0731006","151405","2000","7","1950","0.358974358","9","77.777777777"
"0731006","151405","2001","66","1950","3.384615384","66","100"
"0731006","151405","2004","6","1950","0.307692307","144","4.166666666"
"0731006","151405","2005","46","1950","2.358974358","46","100"
"0731006","151405","2006","32","1950","1.641025641","32","100"
"0731006","151405","2007","15","1950","0.769230769","140","10.714285714"
"0731006","151405","2008","4","1950","0.205128205","57","7.017543859"
"0731006","151405","2010","138","1950","7.076923076","142","97.183098591"
"0731006","151405","2011","94","1950","4.82051282","96","97.916666666"
"0731006","151405","2012","57","1950","2.923076923","57","100"
"0731006","151405","2013","22","1950","1.128205128","22","100"
"0731006","151405","2014","42","1950","2.153846153","42","100"
"0731006","151405","4001","5","1950","0.256410256","178","2.808988764"
"0731006","151405","4009","29","1950","1.487179487","29","100"
"0731006","151405","4010","75","1950","3.846153846","75","100"
"0731006","151406","1002","1","1950","0.051282051","40","2.5"
"0731006","151406","1005","5","1950","0.256410256","111","4.504504504"
"0731006","151406","1007","195","1950","10","195","100"
"0731006","151406","1008","26","1950","1.333333333","107","24.29906542"
"0731006","151406","1009","15","1950","0.769230769","15","100"
"0731006","151406","1010","112","1950","5.743589743","112","100"
"0731006","151406","2000","338","1950","17.333333333","389","86.889460154"
"0731006","151406","2001","6","1950","0.307692307","6","100"
"0731006","151406","2002","31","1950","1.589743589","31","100"
"0731006","151406","2003","47","1950","2.41025641","47","100"
"0731006","151406","2004","205","1950","10.512820512","205","100"
"0731006","151406","2005","23","1950","1.179487179","23","100"
"0731006","151406","2006","20","1950","1.025641025","20","100"
"0731006","151406","2007","9","1950","0.461538461","9","100"
"0731006","151406","2008","23","1950","1.179487179","23","100"
"0731006","151406","2010","22","1950","1.128205128","22","100"
"0731006","151406","2012","30","1950","1.538461538","30","100"
"0731006","151406","2013","31","1950","1.589743589","31","100"
"0731007","153103","1005","100","1692","5.910165484","747","13.386880856"
"0731007","153201","1001","38","1692","2.245862884","40","95"
"0731007","153201","1002","116","1692","6.855791962","157","73.885350318"
"0731007","153201","1003","39","1692","2.304964539","39","100"
"0731007","153201","1004","18","1692","1.063829787","18","100"
"0731007","153201","1005","38","1692","2.245862884","38","100"
"0731007","153201","1006","81","1692","4.787234042","81","100"
"0731007","153201","1007","21","1692","1.241134751","21","100"
"0731007","153201","1008","81","1692","4.787234042","81","100"
"0731007","153201","1009","74","1692","4.373522458","74","100"
"0731007","153201","1010","20","1692","1.182033096","20","100"
"0731007","153201","1011","52","1692","3.073286052","52","100"
"0731007","153201","1012","82","1692","4.846335697","82","100"
"0731007","153201","1013","10","1692","0.591016548","128","7.8125"
"0731007","153201","1016","252","1692","14.893617021","252","100"
"0731007","153201","1017","28","1692","1.654846335","28","100"
"0731007","153201","1018","19","1692","1.122931442","19","100"
"0731007","153201","1019","68","1692","4.018912529","68","100"
"0731007","153201","1020","31","1692","1.8321513","31","100"
"0731007","153201","1021","20","1692","1.182033096","20","100"
"0731007","153201","1022","35","1692","2.068557919","35","100"
"0731007","153201","1023","16","1692","0.945626477","16","100"
"0731007","153201","1024","13","1692","0.768321513","13","100"
"0731007","153201","1025","53","1692","3.132387706","53","100"
"0731007","153201","1026","15","1692","0.886524822","15","100"
"0731007","153201","1027","42","1692","2.482269503","42","100"
"0731007","153302","2018","32","1692","1.891252955","32","100"
"0731007","153302","2019","205","1692","12.115839243","214","95.794392523"
"0731007","153302","2020","37","1692","2.186761229","37","100"
"0731007","153302","2021","34","1692","2.009456264","34","100"
"0731007","153302","2022","7","1692","0.413711583","41","17.073170731"
"0731007","153302","2025","15","1692","0.886524822","94","15.957446808"
"0731008","151900","1000","1","1503","0.066533599","113","0.884955752"
"0731008","151900","1003","44","1503","2.927478376","84","52.38095238"
"0731008","151900","3000","55","1503","3.65934797","55","100"
"0731008","151900","3001","62","1503","4.125083166","62","100"
"0731008","151900","3002","35","1503","2.328675981","35","100"
"0731008","151900","3003","51","1503","3.393213572","51","100"
"0731008","151900","3005","46","1503","3.060545575","46","100"
"0731008","151900","3006","36","1503","2.39520958","36","100"
"0731008","151900","3010","45","1503","2.994011976","45","100"
"0731008","151900","4000","199","1503","13.240186294","199","100"
"0731008","151900","4001","26","1503","1.729873586","26","100"
"0731008","151900","4002","57","1503","3.792415169","57","100"
"0731008","151900","4003","83","1503","5.522288755","83","100"
"0731008","151900","4004","32","1503","2.129075182","32","100"
"0731008","151900","4005","32","1503","2.129075182","32","100"
"0731008","151900","4006","23","1503","1.530272787","23","100"
"0731008","151900","4007","24","1503","1.596806387","24","100"
"0731008","151900","4008","40","1503","2.661343978","40","100"
"0731008","151900","4010","25","1503","1.663339986","25","100"
"0731008","152000","1002","24","1503","1.596806387","24","100"
"0731008","152000","1003","14","1503","0.931470392","14","100"
"0731008","152000","1005","32","1503","2.129075182","32","100"
"0731008","152000","1006","5","1503","0.332667997","5","100"
"0731008","152000","1011","36","1503","2.39520958","36","100"
"0731008","152000","1012","42","1503","2.794411177","42","100"
"0731008","152000","1014","67","1503","4.457751164","67","100"
"0731008","152000","1015","33","1503","2.195608782","33","100"
"0731008","152000","1016","94","1503","6.254158349","94","100"
"0731008","152000","1017","28","1503","1.862940785","28","100"
"0731008","152000","1019","1","1503","0.066533599","1","100"
"0731008","152000","1027","36","1503","2.39520958","36","100"
"0731008","152000","1032","1","1503","0.066533599","1","100"
"0731008","152000","1034","1","1503","0.066533599","67","1.492537313"
"0731008","152000","1037","2","1503","0.133067198","2","100"
"0731008","152000","1038","1","1503","0.066533599","1","100"
"0731008","152000","1042","1","1503","0.066533599","1","100"
"0731008","152000","1043","1","1503","0.066533599","1","100"
"0731008","152000","1044","165","1503","10.978043912","165","100"
"0731008","152000","2010","1","1503","0.066533599","29","3.448275862"
"0731008","153002","4001","1","1503","0.066533599","56","1.785714285"
"0731008","153003","2000","1","1503","0.066533599","21","4.761904761"
"0731009","151900","1000","112","967","11.582213029","113","99.115044247"
"0731009","151900","1001","56","967","5.791106514","56","100"
"0731009","151900","1002","96","967","9.927611168","96","100"
"0731009","151900","1003","40","967","4.136504653","84","47.619047619"
"0731009","151900","2000","104","967","10.754912099","105","99.047619047"
"0731009","151900","2001","90","967","9.30713547","90","100"
"0731009","151900","2002","71","967","7.34229576","71","100"
"0731009","151900","2005","129","967","13.340227507","129","100"
"0731009","151900","3004","50","967","5.170630816","50","100"
"0731009","151900","3007","49","967","5.0672182","49","100"
"0731009","151900","3008","24","967","2.481902792","24","100"
"0731009","152000","2019","146","967","15.098241985","146","100"
"0731010","153002","3000","22","1002","2.195608782","22","100"
"0731010","153002","3001","39","1002","3.892215568","39","100"
"0731010","153002","3002","16","1002","1.596806387","16","100"
"0731010","153002","3003","31","1002","3.093812375","31","100"
"0731010","153002","3004","80","1002","7.984031936","80","100"
"0731010","153002","3005","27","1002","2.694610778","27","100"
"0731010","153002","3006","4","1002","0.399201596","4","100"
"0731010","153002","3007","39","1002","3.892215568","39","100"
"0731010","153002","3013","9","1002","0.898203592","9","100"
"0731010","153002","3014","1","1002","0.099800399","1","100"
"0731010","153002","3017","32","1002","3.193612774","32","100"
"0731010","153002","3018","57","1002","5.688622754","58","98.275862068"
"0731010","153002","3019","19","1002","1.896207584","19","100"
"0731010","153002","3020","46","1002","4.590818363","46","100"
"0731010","153002","3021","13","1002","1.297405189","13","100"
"0731010","153002","4001","55","1002","5.489021956","56","98.214285714"
"0731010","153002","4002","42","1002","4.191616766","42","100"
"0731010","153002","4003","21","1002","2.095808383","21","100"
"0731010","153002","4004","14","1002","1.397205588","14","100"
"0731010","153002","4005","23","1002","2.295409181","23","100"
"0731010","153002","4007","49","1002","4.89021956","49","100"
"0731010","153002","4008","7","1002","0.698602794","7","100"
"0731010","153002","4015","30","1002","2.994011976","30","100"
"0731010","153002","5000","1","1002","0.099800399","1","100"
"0731010","153002","5001","8","1002","0.798403193","8","100"
"0731010","153002","5002","12","1002","1.19760479","12","100"
"0731010","153002","5003","22","1002","2.195608782","22","100"
"0731010","153002","5006","69","1002","6.886227544","69","100"
"0731010","153002","5007","33","1002","3.293413173","33","100"
"0731010","153002","5008","40","1002","3.992015968","40","100"
"0731010","153002","5009","41","1002","4.091816367","41","100"
"0731010","153002","5010","18","1002","1.796407185","18","100"
"0731010","153003","2000","20","1002","1.996007984","21","95.238095238"
"0731010","153003","2001","28","1002","2.794411177","28","100"
"0731010","153003","2002","34","1002","3.393213572","36","94.444444444"
"0731011","152201","2015","6","1923","0.31201248","6","100"
"0731011","152201","2016","56","1923","2.912116484","56","100"
"0731011","152201","2017","46","1923","2.392095683","46","100"
"0731011","152201","2018","59","1923","3.068122724","59","100"
"0731011","152201","3003","28","1923","1.456058242","62","45.161290322"
"0731011","152201","3004","15","1923","0.780031201","15","100"
"0731011","152201","3005","14","1923","0.728029121","14","100"
"0731011","152201","3008","156","1923","8.112324492","156","100"
"0731011","152201","3009","28","1923","1.456058242","28","100"
"0731011","152201","3010","38","1923","1.976079043","38","100"
"0731011","152201","3011","36","1923","1.872074882","36","100"
"0731011","152201","3012","51","1923","2.652106084","52","98.076923076"
"0731011","152201","3013","54","1923","2.808112324","55","98.181818181"
"0731011","152201","3014","58","1923","3.016120644","58","100"
"0731011","152201","4000","56","1923","2.912116484","56","100"
"0731011","152201","4001","82","1923","4.264170566","82","100"
"0731011","152201","4002","168","1923","8.736349453","168","100"
"0731011","152201","4003","101","1923","5.252210088","103","98.058252427"
"0731011","152201","4004","2","1923","0.10400416","41","4.87804878"
"0731011","152201","4006","28","1923","1.456058242","28","100"
"0731011","152203","1000","6","1923","0.31201248","6","100"
"0731011","152203","1002","16","1923","0.832033281","16","100"
"0731011","152203","1003","31","1923","1.612064482","31","100"
"0731011","152203","1004","86","1923","4.472178887","87","98.850574712"
"0731011","152203","1005","76","1923","3.952158086","76","100"
"0731011","152203","1006","17","1923","0.884035361","17","100"
"0731011","152203","1007","12","1923","0.62402496","12","100"
"0731011","152203","1008","19","1923","0.988039521","19","100"
"0731011","152203","1009","20","1923","1.040041601","20","100"
"0731011","152203","1010","10","1923","0.5200208","10","100"
"0731011","152203","1011","12","1923","0.62402496","12","100"
"0731011","152203","1012","25","1923","1.300052002","25","100"
"0731011","152203","1013","23","1923","1.196047841","23","100"
"0731011","152203","1014","13","1923","0.676027041","13","100"
"0731011","152203","1015","13","1923","0.676027041","13","100"
"0731011","152203","1016","24","1923","1.248049921","25","96"
"0731011","152203","1017","16","1923","0.832033281","16","100"
"0731011","152203","1018","17","1923","0.884035361","17","100"
"0731011","152203","1019","19","1923","0.988039521","19","100"
"0731011","152203","1020","19","1923","0.988039521","19","100"
"0731011","152203","1021","14","1923","0.728029121","14","100"
"0731011","152203","1022","16","1923","0.832033281","16","100"
"0731011","152203","2000","70","1923","3.640145605","70","100"
"0731011","152203","2001","17","1923","0.884035361","39","43.589743589"
"0731011","152203","2003","3","1923","0.15600624","32","9.375"
"0731011","152203","2007","2","1923","0.10400416","38","5.263157894"
"0731011","152203","2015","18","1923","0.936037441","18","100"
"0731011","152203","2016","20","1923","1.040041601","20","100"
"0731011","152203","2017","16","1923","0.832033281","36","44.444444444"
"0731011","152203","3000","2","1923","0.10400416","23","8.695652173"
"0731011","152203","3001","2","1923","0.10400416","164","1.219512195"
"0731011","152203","3004","4","1923","0.20800832","8","50"
"0731011","152203","3005","5","1923","0.2600104","5","100"
"0731011","152203","3007","3","1923","0.15600624","15","20"
"0731011","152203","3008","21","1923","1.092043681","21","100"
"0731011","152203","3009","19","1923","0.988039521","19","100"
"0731011","152203","3010","24","1923","1.248049921","24","100"
"0731011","152203","3011","16","1923","0.832033281","16","100"
"0731011","152203","3013","2","1923","0.10400416","10","20"
"0731011","152203","3017","21","1923","1.092043681","21","100"
"0731011","152203","4000","28","1923","1.456058242","28","100"
"0731011","152203","4001","4","1923","0.20800832","28","14.285714285"
"0731011","152203","4009","18","1923","0.936037441","18","100"
"0731011","152203","4021","3","1923","0.15600624","24","12.5"
"0731011","152300","2017","4","1923","0.20800832","31","12.903225806"
"0731011","152300","3026","4","1923","0.20800832","18","22.222222222"
"0731011","152300","4015","11","1923","0.57202288","101","10.891089108"
"0731012","152000","1000","39","1749","2.229845626","39","100"
"0731012","152000","1024","49","1749","2.801600914","49","100"
"0731012","152000","1025","25","1749","1.429388221","25","100"
"0731012","152000","1034","66","1749","3.773584905","67","98.507462686"
"0731012","152000","2003","21","1749","1.200686106","21","100"
"0731012","152000","2004","1","1749","0.057175528","1","100"
"0731012","152000","2005","4","1749","0.228702115","4","100"
"0731012","152000","2006","14","1749","0.800457404","14","100"
"0731012","152000","2007","27","1749","1.543739279","27","100"
"0731012","152000","2008","21","1749","1.200686106","21","100"
"0731012","152000","2009","27","1749","1.543739279","27","100"
"0731012","152000","2010","28","1749","1.600914808","29","96.551724137"
"0731012","152000","2011","18","1749","1.029159519","18","100"
"0731012","152000","2012","22","1749","1.257861635","22","100"
"0731012","152000","2013","59","1749","3.373356203","59","100"
"0731012","152000","2014","67","1749","3.830760434","67","100"
"0731012","152000","2015","4","1749","0.228702115","4","100"
"0731012","152000","2016","1","1749","0.057175528","1","100"
"0731012","152000","2017","5","1749","0.285877644","5","100"
"0731012","152000","2018","41","1749","2.344196683","41","100"
"0731012","152000","2020","7","1749","0.400228702","7","100"
"0731012","152100","2011","1","1749","0.057175528","10","10"
"0731012","152100","2015","1","1749","0.057175528","1","100"
"0731012","152201","4003","2","1749","0.114351057","103","1.941747572"
"0731012","152201","4004","39","1749","2.229845626","41","95.121951219"
"0731012","152201","4005","16","1749","0.914808461","16","100"
"0731012","152203","1004","1","1749","0.057175528","87","1.149425287"
"0731012","152203","2001","22","1749","1.257861635","39","56.41025641"
"0731012","152203","2002","58","1749","3.316180674","58","100"
"0731012","152203","2003","29","1749","1.658090337","32","90.625"
"0731012","152203","2004","24","1749","1.372212692","24","100"
"0731012","152203","2005","25","1749","1.429388221","25","100"
"0731012","152203","2006","27","1749","1.543739279","27","100"
"0731012","152203","2007","36","1749","2.058319039","38","94.736842105"
"0731012","152203","2008","28","1749","1.600914808","28","100"
"0731012","152203","2009","22","1749","1.257861635","22","100"
"0731012","152203","2010","30","1749","1.715265866","30","100"
"0731012","152203","2011","30","1749","1.715265866","30","100"
"0731012","152203","2012","31","1749","1.772441395","31","100"
"0731012","152203","2013","28","1749","1.600914808","28","100"
"0731012","152203","2014","26","1749","1.48656375","26","100"
"0731012","152203","2017","20","1749","1.143510577","36","55.555555555"
"0731012","152203","3004","4","1749","0.228702115","8","50"
"0731012","152203","3006","12","1749","0.686106346","12","100"
"0731012","152203","3007","12","1749","0.686106346","15","80"
"0731012","152203","3013","8","1749","0.45740423","10","80"
"0731012","152203","4001","24","1749","1.372212692","28","85.714285714"
"0731012","152203","4002","27","1749","1.543739279","27","100"
"0731012","152203","4003","29","1749","1.658090337","29","100"
"0731012","152203","4004","36","1749","2.058319039","36","100"
"0731012","152203","4005","22","1749","1.257861635","22","100"
"0731012","152203","4006","40","1749","2.287021154","40","100"
"0731012","152203","4007","21","1749","1.200686106","21","100"
"0731012","152203","4008","24","1749","1.372212692","24","100"
"0731012","152203","4011","65","1749","3.716409376","65","100"
"0731012","152203","4012","55","1749","3.144654088","55","100"
"0731012","152203","4013","14","1749","0.800457404","14","100"
"0731012","152203","4014","72","1749","4.116638078","72","100"
"0731012","152203","4015","6","1749","0.343053173","6","100"
"0731012","152203","4016","75","1749","4.288164665","75","100"
"0731012","152203","4017","39","1749","2.229845626","39","100"
"0731012","152203","4018","29","1749","1.658090337","29","100"
"0731012","152203","4019","10","1749","0.571755288","10","100"
"0731012","152203","4020","62","1749","3.54488279","62","100"
"0731012","152203","4021","21","1749","1.200686106","24","87.5"
"0731013","152100","2000","114","1387","8.219178082","114","100"
"0731013","152100","2001","29","1387","2.090843547","29","100"
"0731013","152100","2002","17","1387","1.225666906","23","73.913043478"
"0731013","152100","2003","9","1387","0.64888248","9","100"
"0731013","152100","2005","28","1387","2.018745493","28","100"
"0731013","152100","2006","38","1387","2.739726027","41","92.682926829"
"0731013","152100","2007","34","1387","2.451333813","39","87.179487179"
"0731013","152100","2008","19","1387","1.369863013","19","100"
"0731013","152100","2010","13","1387","0.937274693","13","100"
"0731013","152100","2014","52","1387","3.749098774","52","100"
"0731013","152100","2017","37","1387","2.667627974","37","100"
"0731013","152100","2018","29","1387","2.090843547","29","100"
"0731013","152201","1002","1","1387","0.072098053","89","1.123595505"
"0731013","152201","1007","42","1387","3.02811824","42","100"
"0731013","152201","1008","57","1387","4.109589041","57","100"
"0731013","152201","1009","62","1387","4.470079307","67","92.537313432"
"0731013","152201","1010","99","1387","7.137707281","106","93.396226415"
"0731013","152201","1011","20","1387","1.441961067","24","83.333333333"
"0731013","152201","1012","34","1387","2.451333813","34","100"
"0731013","152201","2000","28","1387","2.018745493","28","100"
"0731013","152201","2001","20","1387","1.441961067","20","100"
"0731013","152201","2002","32","1387","2.307137707","32","100"
"0731013","152201","2003","33","1387","2.37923576","33","100"
"0731013","152201","2004","28","1387","2.018745493","28","100"
"0731013","152201","2005","26","1387","1.874549387","26","100"
"0731013","152201","2006","46","1387","3.316510454","46","100"
"0731013","152201","2007","25","1387","1.802451333","25","100"
"0731013","152201","2008","63","1387","4.542177361","63","100"
"0731013","152201","2009","44","1387","3.172314347","44","100"
"0731013","152201","2010","43","1387","3.100216294","43","100"
"0731013","152201","2011","31","1387","2.235039653","31","100"
"0731013","152201","2012","55","1387","3.965392934","55","100"
"0731013","152201","3000","20","1387","1.441961067","21","95.238095238"
"0731013","152201","3001","53","1387","3.821196827","53","100"
"0731013","152201","3002","43","1387","3.100216294","43","100"
"0731013","152201","3003","34","1387","2.451333813","62","54.838709677"
"0731013","152201","3006","28","1387","2.018745493","29","96.551724137"
"0731013","152201","3012","1","1387","0.072098053","52","1.923076923"
"0731014","153002","3015","6","176","3.409090909","6","100"
"0731014","153002","3018","1","176","0.568181818","58","1.724137931"
"0731014","153003","2003","56","176","31.818181818","60","93.333333333"
"0731014","153003","3000","18","176","10.227272727","18","100"
"0731014","153003","3001","73","176","41.477272727","81","90.12345679"
"0731014","153003","3002","22","176","12.5","22","100"
"0731015","151403","1000","67","953","7.03043022","67","100"
"0731015","151403","1003","29","953","3.043022035","29","100"
"0731015","151403","1004","6","953","0.629590766","45","13.333333333"
"0731015","151403","1005","6","953","0.629590766","9","66.666666666"
"0731015","151403","1006","17","953","1.783840503","21","80.952380952"
"0731015","151403","1008","2","953","0.209863588","44","4.545454545"
"0731015","151403","1009","13","953","1.364113326","17","76.470588235"
"0731015","151403","1011","3","953","0.314795383","31","9.677419354"
"0731015","151403","1012","7","953","0.73452256","11","63.636363636"
"0731015","151403","2001","14","953","1.46904512","14","100"
"0731015","151403","2004","45","953","4.721930745","45","100"
"0731015","151403","2005","32","953","3.357817418","32","100"
"0731015","151403","2006","90","953","9.44386149","91","98.901098901"
"0731015","151403","2007","74","953","7.76495278","74","100"
"0731015","151403","2009","40","953","4.197271773","40","100"
"0731015","151403","2010","256","953","26.862539349","256","100"
"0731015","151403","2011","9","953","0.944386149","9","100"
"0731015","151403","2013","34","953","3.567681007","34","100"
"0731015","151403","2014","38","953","3.987408184","38","100"
"0731015","151403","2015","34","953","3.567681007","34","100"
"0731015","151403","2016","46","953","4.826862539","46","100"
"0731015","151403","2017","5","953","0.524658971","22","22.727272727"
"0731015","151403","2018","9","953","0.944386149","25","36"
"0731015","151403","2019","15","953","1.573976915","15","100"
"0731015","151403","2020","17","953","1.783840503","17","100"
"0731015","151403","2021","1","953","0.104931794","10","10"
"0731015","151403","2022","15","953","1.573976915","15","100"
"0731015","151404","1004","4","953","0.419727177","4","100"
"0731015","151404","1005","15","953","1.573976915","47","31.914893617"
"0731015","151800","4017","10","953","1.049317943","79","12.658227848"
"0731016","151403","1004","3","1839","0.163132137","45","6.666666666"
"0731016","151403","1005","3","1839","0.163132137","9","33.333333333"
"0731016","151403","1006","4","1839","0.217509516","21","19.047619047"
"0731016","151403","1007","24","1839","1.305057096","24","100"
"0731016","151403","1008","42","1839","2.283849918","44","95.454545454"
"0731016","151403","1009","4","1839","0.217509516","17","23.529411764"
"0731016","151403","1011","28","1839","1.522566612","31","90.322580645"
"0731016","151403","1012","4","1839","0.217509516","11","36.363636363"
"0731016","151403","1013","14","1839","0.761283306","14","100"
"0731016","151403","1014","105","1839","5.709624796","105","100"
"0731016","151403","1015","45","1839","2.446982055","45","100"
"0731016","151403","1016","51","1839","2.773246329","51","100"
"0731016","151403","1017","25","1839","1.359434475","61","40.983606557"
"0731016","151403","1018","31","1839","1.685698749","31","100"
"0731016","151403","1019","46","1839","2.501359434","46","100"
"0731016","151403","1020","48","1839","2.610114192","48","100"
"0731016","151403","1021","19","1839","1.033170201","19","100"
"0731016","151403","1022","15","1839","0.815660685","15","100"
"0731016","151403","1023","15","1839","0.815660685","15","100"
"0731016","151403","1024","20","1839","1.08754758","20","100"
"0731016","151403","1025","19","1839","1.033170201","19","100"
"0731016","151403","1026","71","1839","3.860793909","71","100"
"0731016","151403","1027","31","1839","1.685698749","31","100"
"0731016","151403","1028","21","1839","1.141924959","21","100"
"0731016","151403","1029","25","1839","1.359434475","25","100"
"0731016","151403","1030","31","1839","1.685698749","31","100"
"0731016","151403","1031","38","1839","2.066340402","38","100"
"0731016","151403","1032","27","1839","1.468189233","27","100"
"0731016","151403","1033","79","1839","4.295812941","93","84.946236559"
"0731016","151403","1034","27","1839","1.468189233","27","100"
"0731016","151403","1035","15","1839","0.815660685","18","83.333333333"
"0731016","151403","1036","84","1839","4.567699836","84","100"
"0731016","151403","1037","26","1839","1.413811854","26","100"
"0731016","151403","1038","37","1839","2.011963023","37","100"
"0731016","151403","1039","28","1839","1.522566612","28","100"
"0731016","151403","2021","9","1839","0.489396411","10","90"
"0731016","151403","2023","12","1839","0.652528548","94","12.765957446"
"0731016","151403","2024","48","1839","2.610114192","48","100"
"0731016","151403","2025","45","1839","2.446982055","45","100"
"0731016","151403","2026","159","1839","8.646003262","168","94.642857142"
"0731016","151403","2027","8","1839","0.435019032","8","100"
"0731016","151403","2028","34","1839","1.848830886","34","100"
"0731016","151403","2029","35","1839","1.903208265","35","100"
"0731016","151403","2030","16","1839","0.870038064","16","100"
"0731016","151403","2031","19","1839","1.033170201","19","100"
"0731016","151403","2032","10","1839","0.54377379","10","100"
"0731016","151403","2033","15","1839","0.815660685","15","100"
"0731016","151403","2034","5","1839","0.271886895","5","100"
"0731016","151403","2038","39","1839","2.120717781","39","100"
"0731016","151403","2039","32","1839","1.740076128","32","100"
"0731016","151403","2040","5","1839","0.271886895","5","100"
"0731016","151403","2041","79","1839","4.295812941","79","100"
"0731016","151404","2000","17","1839","0.924415443","67","25.373134328"
"0731016","151404","2003","12","1839","0.652528548","17","70.588235294"
"0731016","151404","2004","67","1839","3.643284393","73","91.780821917"
"0731016","151404","2005","8","1839","0.435019032","8","100"
"0731016","151404","2006","4","1839","0.217509516","4","100"
"0731016","151404","2007","5","1839","0.271886895","19","26.315789473"
"0731016","151406","2000","51","1839","2.773246329","389","13.110539845"
"0736001","151306","3003","200","1378","14.513788098","200","100"
"0736001","151306","3004","137","1378","9.941944847","137","100"
"0736001","151307","3002","1","1378","0.07256894","333","0.3003003"
"0736001","151308","1000","192","1378","13.933236574","452","42.477876106"
"0736001","151308","1002","73","1378","5.297532656","74","98.648648648"
"0736001","151308","1003","60","1378","4.354136429","60","100"
